年月,信用卡產業別,信用卡詐欺型態,詐欺筆數,詐欺金額[新臺幣]
201902,其他,MOTO / EC,6889,27117687
201902,其他,多刷帳單之詐欺,5,7580
201902,其他,其他,16,281657
201903,食,遺失卡,149,383371
201903,食,被竊卡,91,352428
201903,食,未達卡,0,0
201903,食,冒用申請卡,5,1027
201903,食,偽卡,68,321909
201903,食,MOTO / EC,263,2649271
201903,食,多刷帳單之詐欺,0,0
201903,食,其他,0,0
201903,衣,遺失卡,12,163664
201903,衣,被竊卡,7,104852
201903,衣,未達卡,0,0
201903,衣,冒用申請卡,0,0
201903,衣,偽卡,6,43390
201903,衣,MOTO / EC,548,7716859
201903,衣,多刷帳單之詐欺,0,0
201903,衣,其他,1,13428
201903,住,遺失卡,23,346929
201903,住,被竊卡,8,119075
201903,住,未達卡,0,0
201903,住,冒用申請卡,1,4090
201903,住,偽卡,9,77783
201903,住,MOTO / EC,1713,16788457
201903,住,多刷帳單之詐欺,0,0
201903,住,其他,9,32567
201903,行,遺失卡,50,359686
201903,行,被竊卡,20,46128
201903,行,未達卡,0,0
201903,行,冒用申請卡,0,0
201903,行,偽卡,33,103285
201903,行,MOTO / EC,2604,9556092
201903,行,多刷帳單之詐欺,0,0
201903,行,其他,9,35139
201903,文教康樂,遺失卡,94,748162
201903,文教康樂,被竊卡,15,218333
201903,文教康樂,未達卡,0,0
201903,文教康樂,冒用申請卡,4,2680
201903,文教康樂,偽卡,12,63813
201903,文教康樂,MOTO / EC,19134,36126859
201903,文教康樂,多刷帳單之詐欺,1,2990
201903,文教康樂,其他,16,74007
201903,百貨,遺失卡,17,265198
201903,百貨,被竊卡,9,91367
201903,百貨,未達卡,0,0
201903,百貨,冒用申請卡,0,0
201903,百貨,偽卡,26,555834
201903,百貨,MOTO / EC,265,1484807
201903,百貨,多刷帳單之詐欺,0,0
201903,百貨,其他,1,3002
201903,其他,遺失卡,72,1041498
201903,其他,被竊卡,17,267217
201903,其他,未達卡,0,0
201903,其他,冒用申請卡,80,268650
201903,其他,偽卡,57,1589286
201903,其他,MOTO / EC,8480,34244933
201903,其他,多刷帳單之詐欺,0,0
201903,其他,其他,22,95843
201904,食,遺失卡,175,472052
201904,食,被竊卡,74,146772
201904,食,未達卡,0,0
201904,食,冒用申請卡,0,0
201904,食,偽卡,94,2695786
201904,食,MOTO / EC,270,2598273
201904,食,多刷帳單之詐欺,0,0
201904,食,其他,9,207983
201904,衣,遺失卡,31,263287
201904,衣,被竊卡,11,118215
201904,衣,未達卡,0,0
201904,衣,冒用申請卡,0,0
201904,衣,偽卡,31,184756
201904,衣,MOTO / EC,532,7367410
201904,衣,多刷帳單之詐欺,0,0
201904,衣,其他,1,14417
201904,住,遺失卡,43,597305
201904,住,被竊卡,3,169188
201904,住,未達卡,0,0
201904,住,冒用申請卡,0,0
201904,住,偽卡,13,197597
201904,住,MOTO / EC,1503,16237685
201904,住,多刷帳單之詐欺,0,0
201904,住,其他,4,201773
201904,行,遺失卡,55,42103
201904,行,被竊卡,32,27599
201904,行,未達卡,0,0
201904,行,冒用申請卡,0,0
201904,行,偽卡,15,59308
201904,行,MOTO / EC,2810,10654793
201904,行,多刷帳單之詐欺,0,0
201904,行,其他,28,152096
201904,文教康樂,遺失卡,70,281138
201904,文教康樂,被竊卡,8,33941
201904,文教康樂,未達卡,0,0
201904,文教康樂,冒用申請卡,0,0
201904,文教康樂,偽卡,3,57122
201904,文教康樂,MOTO / EC,22780,48116122
201904,文教康樂,多刷帳單之詐欺,1,696
201904,文教康樂,其他,57,54203
201904,百貨,遺失卡,15,160153
201904,百貨,被竊卡,5,145332
201904,百貨,未達卡,0,0
201904,百貨,冒用申請卡,0,0
201904,百貨,偽卡,37,1573222
201904,百貨,MOTO / EC,225,1783934
201904,百貨,多刷帳單之詐欺,0,0
201904,百貨,其他,0,0
201904,其他,遺失卡,73,876445
201904,其他,被竊卡,21,172595
201904,其他,未達卡,0,0
201904,其他,冒用申請卡,0,0
201904,其他,偽卡,24,720014
201904,其他,MOTO / EC,8456,32124450
201904,其他,多刷帳單之詐欺,4,1097
201904,其他,其他,26,85225
201905,食,遺失卡,159,370673
201905,食,被竊卡,63,233066
201905,食,未達卡,0,0
201905,食,冒用申請卡,0,0
201905,食,偽卡,43,143973
201905,食,MOTO / EC,378,4533743
201905,食,多刷帳單之詐欺,0,0
201905,食,其他,5,69664
201905,衣,遺失卡,25,127328
201905,衣,被竊卡,18,603391
201905,衣,未達卡,0,0
201905,衣,冒用申請卡,0,0
201905,衣,偽卡,14,278511
201905,衣,MOTO / EC,418,5721983
201905,衣,多刷帳單之詐欺,0,0
201905,衣,其他,1,57886
201905,住,遺失卡,6,65949
201905,住,被竊卡,12,332575
201905,住,未達卡,1,20000
201905,住,冒用申請卡,0,0
201905,住,偽卡,16,204643
201905,住,MOTO / EC,724,9230087
201905,住,多刷帳單之詐欺,0,0
201905,住,其他,3,10797
201905,行,遺失卡,16,25782
201905,行,被竊卡,15,15073
201905,行,未達卡,1,1160
201905,行,冒用申請卡,0,0
201905,行,偽卡,17,48336
201905,行,MOTO / EC,1878,5135042
201905,行,多刷帳單之詐欺,0,0
201905,行,其他,8,85407
201905,文教康樂,遺失卡,33,171213
201905,文教康樂,被竊卡,15,32086
201905,文教康樂,未達卡,1,160
201905,文教康樂,冒用申請卡,0,0
201905,文教康樂,偽卡,12,10123
201905,文教康樂,MOTO / EC,31041,59679283
201905,文教康樂,多刷帳單之詐欺,21,9704
201905,文教康樂,其他,80,153717
201905,百貨,遺失卡,20,212361
201905,百貨,被竊卡,11,104202
201905,百貨,未達卡,0,0
201905,百貨,冒用申請卡,0,0
201905,百貨,偽卡,32,623948
201905,百貨,MOTO / EC,175,1441006
201905,百貨,多刷帳單之詐欺,0,0
201905,百貨,其他,0,0
201905,其他,遺失卡,39,375189
201905,其他,被竊卡,50,1518365
201905,其他,未達卡,2,30901
201905,其他,冒用申請卡,0,0
201905,其他,偽卡,41,334015
201905,其他,MOTO / EC,7842,32188146
201905,其他,多刷帳單之詐欺,0,0
201905,其他,其他,26,117830
201906,食,遺失卡,150,201672
201906,食,被竊卡,74,117847
201906,食,未達卡,0,0
201906,食,冒用申請卡,7,49941
201906,食,偽卡,191,918872
201906,食,MOTO / EC,321,1515643
201906,食,多刷帳單之詐欺,0,0
201906,食,其他,45,56490
201906,衣,遺失卡,11,63567
201906,衣,被竊卡,29,368660
201906,衣,未達卡,0,0
201906,衣,冒用申請卡,0,0
201906,衣,偽卡,23,256201
201906,衣,MOTO / EC,345,5310799
201906,衣,多刷帳單之詐欺,0,0
201906,衣,其他,2,3715
201906,住,遺失卡,16,55632
201906,住,被竊卡,4,32398
201906,住,未達卡,0,0
201906,住,冒用申請卡,0,0
201906,住,偽卡,4,324211
201906,住,MOTO / EC,1076,13161563
201906,住,多刷帳單之詐欺,0,0
201906,住,其他,2,36760
201906,行,遺失卡,53,51094
201906,行,被竊卡,61,73829
201906,行,未達卡,0,0
201906,行,冒用申請卡,0,0
201906,行,偽卡,43,124025
201906,行,MOTO / EC,1310,3908333
201906,行,多刷帳單之詐欺,2,14377
201906,行,其他,54,113802
201906,文教康樂,遺失卡,31,320733
201906,文教康樂,被竊卡,28,666533
201906,文教康樂,未達卡,0,0
201906,文教康樂,冒用申請卡,1,1530
201906,文教康樂,偽卡,19,312338
201906,文教康樂,MOTO / EC,40787,73320390
201906,文教康樂,多刷帳單之詐欺,6,6665
201906,文教康樂,其他,136,304162
201906,百貨,遺失卡,18,266268
201906,百貨,被竊卡,11,99215
201906,百貨,未達卡,0,0
201906,百貨,冒用申請卡,0,0
201906,百貨,偽卡,57,1464566
201906,百貨,MOTO / EC,314,1483708
201906,百貨,多刷帳單之詐欺,0,0
201906,百貨,其他,2,36538
201906,其他,遺失卡,67,678519
201906,其他,被竊卡,38,991034
201906,其他,未達卡,0,0
201906,其他,冒用申請卡,0,0
201906,其他,偽卡,85,1763000
201906,其他,MOTO / EC,7374,30564342
201906,其他,多刷帳單之詐欺,0,0
201906,其他,其他,25,233716
201907,食,遺失卡,162,511224
201907,食,被竊卡,65,316946
201907,食,未達卡,0,0
201907,食,冒用申請卡,0,0
201907,食,偽卡,502,890481
201907,食,MOTO / EC,484,1478528
201907,食,多刷帳單之詐欺,0,0
201907,食,其他,9,74376
201907,衣,遺失卡,20,156801
201907,衣,被竊卡,17,411451
201907,衣,未達卡,0,0
201907,衣,冒用申請卡,0,0
201907,衣,偽卡,6,180724
201907,衣,MOTO / EC,382,4233303
201907,衣,多刷帳單之詐欺,0,0
201907,衣,其他,2,63182
201907,住,遺失卡,14,378922
201907,住,被竊卡,17,105959
201907,住,未達卡,0,0
201907,住,冒用申請卡,0,0
201907,住,偽卡,33,723156
201907,住,MOTO / EC,2076,21582956
201907,住,多刷帳單之詐欺,0,0
201907,住,其他,6,96111
201907,行,遺失卡,88,131747
201907,行,被竊卡,52,43970
201907,行,未達卡,0,0
201907,行,冒用申請卡,1,90
201907,行,偽卡,51,236087
201907,行,MOTO / EC,1043,3163328
201907,行,多刷帳單之詐欺,0,0
201907,行,其他,3,11495
201907,文教康樂,遺失卡,106,158055
201907,文教康樂,被竊卡,13,218646
201907,文教康樂,未達卡,0,0
201907,文教康樂,冒用申請卡,0,0
201907,文教康樂,偽卡,25,80998
201907,文教康樂,MOTO / EC,31902,58784252
201907,文教康樂,多刷帳單之詐欺,1,1530
201907,文教康樂,其他,108,264979
201907,百貨,遺失卡,18,241207
201907,百貨,被竊卡,8,76001
201907,百貨,未達卡,0,0
201907,百貨,冒用申請卡,0,0
201907,百貨,偽卡,47,791396
201907,百貨,MOTO / EC,233,1087276
201907,百貨,多刷帳單之詐欺,0,0
201907,百貨,其他,0,0
201907,其他,遺失卡,79,789224
201907,其他,被竊卡,55,547778
201907,其他,未達卡,0,0
201907,其他,冒用申請卡,2,6760
201907,其他,偽卡,62,621793
201907,其他,MOTO / EC,8087,27307807
201907,其他,多刷帳單之詐欺,0,0
201907,其他,其他,21,148268
201908,食,遺失卡,168,458113
201908,食,被竊卡,87,555584
201908,食,未達卡,0,0
201908,食,冒用申請卡,22,107128
201908,食,偽卡,123,258903
201908,食,MOTO / EC,448,1639445
201908,食,多刷帳單之詐欺,0,0
201908,食,其他,9,92156
201908,衣,遺失卡,6,24359
201908,衣,被竊卡,14,131686
201908,衣,未達卡,0,0
201908,衣,冒用申請卡,3,6447
201908,衣,偽卡,8,70321
201908,衣,MOTO / EC,488,4845296
201908,衣,多刷帳單之詐欺,0,0
201908,衣,其他,0,0
201908,住,遺失卡,15,215613
201908,住,被竊卡,7,120504
201908,住,未達卡,0,0
201908,住,冒用申請卡,3,9400
201908,住,偽卡,29,297226
201908,住,MOTO / EC,1935,18556469
201908,住,多刷帳單之詐欺,0,0
201908,住,其他,5,21431
201908,行,遺失卡,167,416373
201908,行,被竊卡,58,119760
201908,行,未達卡,14,16505
201908,行,冒用申請卡,1,100
201908,行,偽卡,51,220449
201908,行,MOTO / EC,1452,6198760
201908,行,多刷帳單之詐欺,0,0
201908,行,其他,20,12641
201908,文教康樂,遺失卡,90,162084
201908,文教康樂,被竊卡,11,125729
201908,文教康樂,未達卡,7,5489
201908,文教康樂,冒用申請卡,54,33023
201908,文教康樂,偽卡,26,417537
201908,文教康樂,MOTO / EC,29982,47887479
201908,文教康樂,多刷帳單之詐欺,3,811
201908,文教康樂,其他,100,147480
201908,百貨,遺失卡,13,170122
201908,百貨,被竊卡,14,228488
201908,百貨,未達卡,5,10054
201908,百貨,冒用申請卡,1,120
201908,百貨,偽卡,34,1766059
201908,百貨,MOTO / EC,184,1266423
201908,百貨,多刷帳單之詐欺,0,0
201908,百貨,其他,1,16500
201908,其他,遺失卡,72,585396
201908,其他,被竊卡,35,606203
201908,其他,未達卡,2,9414
201908,其他,冒用申請卡,4,5489
201908,其他,偽卡,73,539474
201908,其他,MOTO / EC,8426,48104306
201908,其他,多刷帳單之詐欺,1,5000
201908,其他,其他,7,6122
201909,食,遺失卡,160,613749
201909,食,被竊卡,39,68292
201909,食,未達卡,0,0
201909,食,冒用申請卡,3,30000
201909,食,偽卡,114,193787
201909,食,MOTO / EC,375,1044677
201909,食,多刷帳單之詐欺,0,0
201909,食,其他,5,6199
201909,衣,遺失卡,10,111380
201909,衣,被竊卡,7,113987
201909,衣,未達卡,0,0
201909,衣,冒用申請卡,0,0
201909,衣,偽卡,6,24993
201909,衣,MOTO / EC,476,4649415
201909,衣,多刷帳單之詐欺,0,0
201909,衣,其他,3,14043
201909,住,遺失卡,20,375704
201909,住,被竊卡,7,107263
201909,住,未達卡,0,0
201909,住,冒用申請卡,0,0
201909,住,偽卡,3,18115
201909,住,MOTO / EC,1706,14004982
201909,住,多刷帳單之詐欺,0,0
201909,住,其他,5,56274
201909,行,遺失卡,81,113462
201909,行,被竊卡,57,62664
201909,行,未達卡,0,0
201909,行,冒用申請卡,0,0
201909,行,偽卡,140,280886
201909,行,MOTO / EC,1056,6328688
201909,行,多刷帳單之詐欺,0,0
201909,行,其他,9,20214
201909,文教康樂,遺失卡,31,188733
201909,文教康樂,被竊卡,4,74873
201909,文教康樂,未達卡,0,0
201909,文教康樂,冒用申請卡,0,0
201909,文教康樂,偽卡,14,84175
201909,文教康樂,MOTO / EC,26248,33641433
201909,文教康樂,多刷帳單之詐欺,1,90
201909,文教康樂,其他,49,142962
201909,百貨,遺失卡,24,377531
201909,百貨,被竊卡,6,182323
201909,百貨,未達卡,0,0
201909,百貨,冒用申請卡,0,0
201909,百貨,偽卡,7,89814
201909,百貨,MOTO / EC,253,1302152
201909,百貨,多刷帳單之詐欺,0,0
201909,百貨,其他,4,89965
201909,其他,遺失卡,66,619847
201909,其他,被竊卡,26,397174
201909,其他,未達卡,2,67490
201909,其他,冒用申請卡,1,41500
201909,其他,偽卡,45,524588
201909,其他,MOTO / EC,6678,22863253
201909,其他,多刷帳單之詐欺,4,2291
201909,其他,其他,26,51086
201910,食,遺失卡,152,339105
201910,食,被竊卡,73,310924
201910,食,未達卡,0,0
201910,食,冒用申請卡,0,0
201910,食,偽卡,283,588530
201910,食,MOTO / EC,555,1562594
201910,食,多刷帳單之詐欺,0,0
201910,食,其他,47,34630
201910,衣,遺失卡,11,62552
201910,衣,被竊卡,41,351285
201910,衣,未達卡,2,1571
201910,衣,冒用申請卡,0,0
201910,衣,偽卡,9,160411
201910,衣,MOTO / EC,683,13553927
201910,衣,多刷帳單之詐欺,0,0
201910,衣,其他,7,8594
201910,住,遺失卡,11,241623
201910,住,被竊卡,4,154230
201910,住,未達卡,0,0
201910,住,冒用申請卡,0,0
201910,住,偽卡,27,246015
201910,住,MOTO / EC,1416,15165011
201910,住,多刷帳單之詐欺,0,0
201910,住,其他,12,84104
201910,行,遺失卡,106,450470
201910,行,被竊卡,54,109026
201910,行,未達卡,0,0
201910,行,冒用申請卡,0,0
201910,行,偽卡,51,117362
201910,行,MOTO / EC,1490,5122462
201910,行,多刷帳單之詐欺,0,0
201910,行,其他,16,12020
201910,文教康樂,遺失卡,88,276610
201910,文教康樂,被竊卡,14,291225
201910,文教康樂,未達卡,0,0
201910,文教康樂,冒用申請卡,0,0
201910,文教康樂,偽卡,15,53308
201910,文教康樂,MOTO / EC,24390,37657616
201910,文教康樂,多刷帳單之詐欺,30,38465
201910,文教康樂,其他,53,54292
201910,百貨,遺失卡,15,26129
201910,百貨,被竊卡,10,84600
201910,百貨,未達卡,5,23290
201910,百貨,冒用申請卡,0,0
201910,百貨,偽卡,16,485664
201910,百貨,MOTO / EC,272,1435235
201910,百貨,多刷帳單之詐欺,0,0
201910,百貨,其他,8,3306
201910,其他,遺失卡,65,726903
201910,其他,被竊卡,36,1242769
201910,其他,未達卡,1,11041
201910,其他,冒用申請卡,0,0
201910,其他,偽卡,49,615375
201910,其他,MOTO / EC,7868,29961377
201910,其他,多刷帳單之詐欺,0,0
201910,其他,其他,16,45068
201911,食,遺失卡,164,654784
201911,食,被竊卡,103,305335
201911,食,未達卡,0,0
201911,食,冒用申請卡,0,0
201911,食,偽卡,100,327790
201911,食,MOTO / EC,679,2567148
201911,食,多刷帳單之詐欺,0,0
201911,食,其他,13,7557
201911,衣,遺失卡,29,545543
201911,衣,被竊卡,13,140292
201911,衣,未達卡,0,0
201911,衣,冒用申請卡,0,0
201911,衣,偽卡,8,17447
201911,衣,MOTO / EC,353,5944121
201911,衣,多刷帳單之詐欺,0,0
201911,衣,其他,2,6044
201911,住,遺失卡,11,245531
201911,住,被竊卡,3,43640
201911,住,未達卡,0,0
201911,住,冒用申請卡,0,0
201911,住,偽卡,16,399319
201911,住,MOTO / EC,1013,14516702
201911,住,多刷帳單之詐欺,0,0
201911,住,其他,4,22410
201911,行,遺失卡,152,134031
201911,行,被竊卡,33,39409
201911,行,未達卡,0,0
201911,行,冒用申請卡,0,0
201911,行,偽卡,55,151423
201911,行,MOTO / EC,1585,3809033
201911,行,多刷帳單之詐欺,0,0
201911,行,其他,26,37091
201911,文教康樂,遺失卡,44,337668
201911,文教康樂,被竊卡,16,86497
201911,文教康樂,未達卡,0,0
201911,文教康樂,冒用申請卡,0,0
201911,文教康樂,偽卡,16,302053
201911,文教康樂,MOTO / EC,17455,33952592
201911,文教康樂,多刷帳單之詐欺,4,10170
201911,文教康樂,其他,72,211342
201911,百貨,遺失卡,23,114967
201911,百貨,被竊卡,6,194971
201911,百貨,未達卡,0,0
201911,百貨,冒用申請卡,0,0
201911,百貨,偽卡,22,235268
201911,百貨,MOTO / EC,239,980387
201911,百貨,多刷帳單之詐欺,0,0
201911,百貨,其他,3,173948
201911,其他,遺失卡,124,1563222
201911,其他,被竊卡,55,861582
201911,其他,未達卡,0,0
201911,其他,冒用申請卡,0,0
201911,其他,偽卡,49,957368
201911,其他,MOTO / EC,6687,28304690
201911,其他,多刷帳單之詐欺,2,34472
201911,其他,其他,45,27576
201912,食,遺失卡,132,316087
201912,食,被竊卡,100,489621
201912,食,未達卡,0,0
201912,食,冒用申請卡,0,0
201912,食,偽卡,77,350415
201912,食,MOTO / EC,791,4725769
201912,食,多刷帳單之詐欺,0,0
201912,食,其他,24,96312
201912,衣,遺失卡,17,540667
201912,衣,被竊卡,19,155740
201912,衣,未達卡,0,0
201912,衣,冒用申請卡,0,0
201912,衣,偽卡,16,248599
201912,衣,MOTO / EC,407,5955182
201912,衣,多刷帳單之詐欺,0,0
201912,衣,其他,6,533831
201912,住,遺失卡,13,458263
201912,住,被竊卡,16,156208
201912,住,未達卡,0,0
201912,住,冒用申請卡,0,0
201912,住,偽卡,17,323478
201912,住,MOTO / EC,1223,16168219
201912,住,多刷帳單之詐欺,0,0
201912,住,其他,1,3303
201912,行,遺失卡,42,102601
201912,行,被竊卡,55,49365
201912,行,未達卡,0,0
201912,行,冒用申請卡,0,0
201912,行,偽卡,33,67633
201912,行,MOTO / EC,1848,8261517
201912,行,多刷帳單之詐欺,0,0
201912,行,其他,4,9643
201912,文教康樂,遺失卡,61,126401
201912,文教康樂,被竊卡,25,120462
201912,文教康樂,未達卡,0,0
201912,文教康樂,冒用申請卡,1,1490
201912,文教康樂,偽卡,19,491813
201912,文教康樂,MOTO / EC,20238,42830562
201912,文教康樂,多刷帳單之詐欺,0,0
201912,文教康樂,其他,17,33747
201912,百貨,遺失卡,21,127306
201912,百貨,被竊卡,15,194589
201912,百貨,未達卡,0,0
201912,百貨,冒用申請卡,0,0
201912,百貨,偽卡,80,767497
201912,百貨,MOTO / EC,265,2186233
201912,百貨,多刷帳單之詐欺,0,0
201912,百貨,其他,7,231710
201912,其他,遺失卡,44,1252881
201912,其他,被竊卡,38,839192
201912,其他,未達卡,0,0
201912,其他,冒用申請卡,1,2990
201912,其他,偽卡,62,1100322
201912,其他,MOTO / EC,7307,27661233
201912,其他,多刷帳單之詐欺,1,566
201912,其他,其他,3,15457
202001,食,遺失卡,112,217531
202001,食,被竊卡,84,325726
202001,食,未達卡,0,0
202001,食,冒用申請卡,0,0
202001,食,偽卡,37,468146
202001,食,MOTO / EC,544,3549198
202001,食,多刷帳單之詐欺,0,0
202001,食,其他,5,36350
202001,衣,遺失卡,8,97848
202001,衣,被竊卡,7,124833
202001,衣,未達卡,0,0
202001,衣,冒用申請卡,0,0
202001,衣,偽卡,5,91234
202001,衣,MOTO / EC,401,7468126
202001,衣,多刷帳單之詐欺,0,0
202001,衣,其他,0,0
202001,住,遺失卡,17,217100
202001,住,被竊卡,10,113157
202001,住,未達卡,0,0
202001,住,冒用申請卡,1,4523
202001,住,偽卡,22,264626
202001,住,MOTO / EC,1042,13923664
202001,住,多刷帳單之詐欺,0,0
202001,住,其他,0,0
202001,行,遺失卡,31,93561
202001,行,被竊卡,26,16293
202001,行,未達卡,0,0
202001,行,冒用申請卡,0,0
202001,行,偽卡,28,295579
202001,行,MOTO / EC,1656,6436056
202001,行,多刷帳單之詐欺,0,0
202001,行,其他,1,1511
202001,文教康樂,遺失卡,53,56143
202001,文教康樂,被竊卡,13,87760
202001,文教康樂,未達卡,0,0
202001,文教康樂,冒用申請卡,1,2706
202001,文教康樂,偽卡,10,288993
202001,文教康樂,MOTO / EC,16720,37516278
202001,文教康樂,多刷帳單之詐欺,0,0
202001,文教康樂,其他,25,82306
202001,百貨,遺失卡,11,202137
202001,百貨,被竊卡,26,206752
202001,百貨,未達卡,0,0
202001,百貨,冒用申請卡,0,0
202001,百貨,偽卡,11,432905
202001,百貨,MOTO / EC,150,1486444
202001,百貨,多刷帳單之詐欺,0,0
202001,百貨,其他,0,0
202001,其他,遺失卡,51,1032673
202001,其他,被竊卡,43,483469
202001,其他,未達卡,0,0
202001,其他,冒用申請卡,0,0
202001,其他,偽卡,33,1041451
202001,其他,MOTO / EC,5784,22582223
202001,其他,多刷帳單之詐欺,0,0
202001,其他,其他,9,97055
202002,食,遺失卡,225,434913
202002,食,被竊卡,90,363415
202002,食,未達卡,0,0
202002,食,冒用申請卡,0,0
202002,食,偽卡,97,155147
202002,食,MOTO / EC,845,2540024
202002,食,多刷帳單之詐欺,0,0
202002,食,其他,0,0
202002,衣,遺失卡,21,262896
202002,衣,被竊卡,17,399099
202002,衣,未達卡,0,0
202002,衣,冒用申請卡,0,0
202002,衣,偽卡,24,47220
202002,衣,MOTO / EC,339,5167233
202002,衣,多刷帳單之詐欺,0,0
202002,衣,其他,0,0
202002,住,遺失卡,16,552232
202002,住,被竊卡,10,148690
202002,住,未達卡,0,0
202002,住,冒用申請卡,0,0
202002,住,偽卡,16,67981
202002,住,MOTO / EC,869,15663507
202002,住,多刷帳單之詐欺,0,0
202002,住,其他,5,251788
202002,行,遺失卡,119,179746
202002,行,被竊卡,40,66301
202002,行,未達卡,0,0
202002,行,冒用申請卡,0,0
202002,行,偽卡,54,91200
202002,行,MOTO / EC,2047,7731168
202002,行,多刷帳單之詐欺,0,0
202002,行,其他,2,3028
202002,文教康樂,遺失卡,59,287774
202002,文教康樂,被竊卡,13,153839
202002,文教康樂,未達卡,0,0
202002,文教康樂,冒用申請卡,0,0
202002,文教康樂,偽卡,18,666610
202002,文教康樂,MOTO / EC,21306,44899165
202002,文教康樂,多刷帳單之詐欺,6,16620
202002,文教康樂,其他,17,45558
202002,百貨,遺失卡,32,320906
202002,百貨,被竊卡,26,628302
202002,百貨,未達卡,0,0
202002,百貨,冒用申請卡,0,0
202002,百貨,偽卡,36,563934
202002,百貨,MOTO / EC,200,2010076
202002,百貨,多刷帳單之詐欺,0,0
202002,百貨,其他,1,10176
202002,其他,遺失卡,107,1736166
202002,其他,被竊卡,44,889457
202002,其他,未達卡,0,0
202002,其他,冒用申請卡,0,0
202002,其他,偽卡,64,1422089
202002,其他,MOTO / EC,7138,23320062
202002,其他,多刷帳單之詐欺,0,0
202002,其他,其他,23,9110
202003,食,遺失卡,173,203376
202003,食,被竊卡,100,235657
202003,食,未達卡,9,124960
202003,食,冒用申請卡,0,0
202003,食,偽卡,63,307598
202003,食,MOTO / EC,1254,2903118
202003,食,多刷帳單之詐欺,0,0
202003,食,其他,4,16445
202003,衣,遺失卡,15,16943
202003,衣,被竊卡,4,88642
202003,衣,未達卡,0,0
202003,衣,冒用申請卡,1,239157
202003,衣,偽卡,2,71327
202003,衣,MOTO / EC,438,4753249
202003,衣,多刷帳單之詐欺,0,0
202003,衣,其他,3,49619
202003,住,遺失卡,17,244564
202003,住,被竊卡,10,292933
202003,住,未達卡,1,1200
202003,住,冒用申請卡,0,0
202003,住,偽卡,11,28237
202003,住,MOTO / EC,811,8787066
202003,住,多刷帳單之詐欺,0,0
202003,住,其他,2,4817
202003,行,遺失卡,51,42534
202003,行,被竊卡,62,33563
202003,行,未達卡,0,0
202003,行,冒用申請卡,0,0
202003,行,偽卡,34,95775
202003,行,MOTO / EC,1900,4697577
202003,行,多刷帳單之詐欺,0,0
202003,行,其他,0,0
202003,文教康樂,遺失卡,103,202886
202003,文教康樂,被竊卡,31,27357
202003,文教康樂,未達卡,0,0
202003,文教康樂,冒用申請卡,0,0
202003,文教康樂,偽卡,11,58561
202003,文教康樂,MOTO / EC,25564,45616457
202003,文教康樂,多刷帳單之詐欺,42,14712
202003,文教康樂,其他,17,28648
202003,百貨,遺失卡,11,310410
202003,百貨,被竊卡,14,186262
202003,百貨,未達卡,0,0
202003,百貨,冒用申請卡,0,0
202003,百貨,偽卡,51,1368989
202003,百貨,MOTO / EC,195,1453901
202003,百貨,多刷帳單之詐欺,0,0
202003,百貨,其他,0,0
202003,其他,遺失卡,98,1548243
202003,其他,被竊卡,56,1248377
202003,其他,未達卡,1,522
202003,其他,冒用申請卡,0,0
202003,其他,偽卡,40,2043824
202003,其他,MOTO / EC,8344,25849746
202003,其他,多刷帳單之詐欺,0,0
202003,其他,其他,4,47540
202004,食,遺失卡,315,504816
202004,食,被竊卡,60,248562
202004,食,未達卡,0,0
202004,食,冒用申請卡,0,0
202004,食,偽卡,32,357435
202004,食,MOTO / EC,2036,3377611
202004,食,多刷帳單之詐欺,0,0
202004,食,其他,11,91378
202004,衣,遺失卡,10,120365
202004,衣,被竊卡,4,121704
202004,衣,未達卡,0,0
202004,衣,冒用申請卡,0,0
202004,衣,偽卡,4,58221
202004,衣,MOTO / EC,407,5603157
202004,衣,多刷帳單之詐欺,0,0
202004,衣,其他,0,0
202004,住,遺失卡,16,311509
202004,住,被竊卡,0,0
202004,住,未達卡,0,0
202004,住,冒用申請卡,0,0
202004,住,偽卡,2,53980
202004,住,MOTO / EC,529,5565213
202004,住,多刷帳單之詐欺,0,0
202004,住,其他,1,100
202004,行,遺失卡,22,11663
202004,行,被竊卡,4,4725
202004,行,未達卡,0,0
202004,行,冒用申請卡,0,0
202004,行,偽卡,20,96832
202004,行,MOTO / EC,1139,2176888
202004,行,多刷帳單之詐欺,0,0
202004,行,其他,0,0
202004,文教康樂,遺失卡,205,552131
202004,文教康樂,被竊卡,3,169176
202004,文教康樂,未達卡,0,0
202004,文教康樂,冒用申請卡,0,0
202004,文教康樂,偽卡,0,0
202004,文教康樂,MOTO / EC,38660,51963431
202004,文教康樂,多刷帳單之詐欺,4,13580
202004,文教康樂,其他,41,121406
202004,百貨,遺失卡,24,294068
202004,百貨,被竊卡,1,50690
202004,百貨,未達卡,0,0
202004,百貨,冒用申請卡,0,0
202004,百貨,偽卡,10,75036
202004,百貨,MOTO / EC,166,671616
202004,百貨,多刷帳單之詐欺,0,0
202004,百貨,其他,0,0
202004,其他,遺失卡,43,215227
202004,其他,被竊卡,8,86331
202004,其他,未達卡,0,0
202004,其他,冒用申請卡,0,0
202004,其他,偽卡,2,19600
202004,其他,MOTO / EC,8382,24942046
202004,其他,多刷帳單之詐欺,0,0
202004,其他,其他,19,18546
202005,食,遺失卡,90,204664
202005,食,被竊卡,18,36755
202005,食,未達卡,0,0
202005,食,冒用申請卡,6,34471
