年月,信用卡產業別,信用卡詐欺型態,詐欺筆數,詐欺金額[新臺幣]
201707,行,偽卡,64,110961
201707,行,MOTO / EC,1523,15826973
201707,行,多刷帳單之詐欺,0,0
201707,行,其他,20,113747
201707,文教康樂,遺失卡,50,117675
201707,文教康樂,被竊卡,9,14999
201707,文教康樂,未達卡,0,0
201707,文教康樂,冒用申請卡,4,14079
201707,文教康樂,偽卡,29,166535
201707,文教康樂,MOTO / EC,16653,44614484
201707,文教康樂,多刷帳單之詐欺,1,490
201707,文教康樂,其他,24,51406
201707,百貨,遺失卡,18,413530
201707,百貨,被竊卡,13,293646
201707,百貨,未達卡,0,0
201707,百貨,冒用申請卡,1,10302
201707,百貨,偽卡,13,179617
201707,百貨,MOTO / EC,144,826794
201707,百貨,多刷帳單之詐欺,0,0
201707,百貨,其他,0,0
201707,其他,遺失卡,63,723880
201707,其他,被竊卡,96,496823
201707,其他,未達卡,0,0
201707,其他,冒用申請卡,4,12444
201707,其他,偽卡,64,1376235
201707,其他,MOTO / EC,15168,41586592
201707,其他,多刷帳單之詐欺,0,0
201707,其他,其他,69,362968
201708,食,遺失卡,269,642457
201708,食,被竊卡,40,138045
201708,食,未達卡,0,0
201708,食,冒用申請卡,2,16856
201708,食,偽卡,78,378317
201708,食,MOTO / EC,483,2180593
201708,食,多刷帳單之詐欺,0,0
201708,食,其他,4,12682
201708,衣,遺失卡,30,198283
201708,衣,被竊卡,4,66185
201708,衣,未達卡,0,0
201708,衣,冒用申請卡,1,7906
201708,衣,偽卡,22,568366
201708,衣,MOTO / EC,826,9805827
201708,衣,多刷帳單之詐欺,0,0
201708,衣,其他,0,0
201708,住,遺失卡,19,348528
201708,住,被竊卡,7,242930
201708,住,未達卡,0,0
201708,住,冒用申請卡,3,52459
201708,住,偽卡,21,687169
201708,住,MOTO / EC,2137,29578672
201708,住,多刷帳單之詐欺,0,0
201708,住,其他,3,22307
201708,行,遺失卡,76,82477
201708,行,被竊卡,88,360355
201708,行,未達卡,0,0
201708,行,冒用申請卡,2,12221
201708,行,偽卡,31,86305
201708,行,MOTO / EC,2380,21488861
201708,行,多刷帳單之詐欺,2,2195
201708,行,其他,3,116209
201708,文教康樂,遺失卡,55,187196
201708,文教康樂,被竊卡,12,118829
201708,文教康樂,未達卡,0,0
201708,文教康樂,冒用申請卡,56,162823
201708,文教康樂,偽卡,14,81582
201708,文教康樂,MOTO / EC,18675,50980105
201708,文教康樂,多刷帳單之詐欺,0,0
201708,文教康樂,其他,61,84802
201708,百貨,遺失卡,29,1616254
201708,百貨,被竊卡,9,251675
201708,百貨,未達卡,0,0
201708,百貨,冒用申請卡,0,0
201708,百貨,偽卡,33,636065
201708,百貨,MOTO / EC,197,1543750
201708,百貨,多刷帳單之詐欺,0,0
201708,百貨,其他,1,1360
201708,其他,遺失卡,102,836741
201708,其他,被竊卡,15,369530
201708,其他,未達卡,0,0
201708,其他,冒用申請卡,42,181594
201708,其他,偽卡,107,10598410
201708,其他,MOTO / EC,22134,76548405
201708,其他,多刷帳單之詐欺,0,0
201708,其他,其他,50,145884
201709,食,遺失卡,110,318743
201709,食,被竊卡,73,333801
201709,食,未達卡,0,0
201709,食,冒用申請卡,14,30171
201709,食,偽卡,113,1713059
201709,食,MOTO / EC,375,2298923
201709,食,多刷帳單之詐欺,1,2400
201709,食,其他,23,66290
201709,衣,遺失卡,28,92215
201709,衣,被竊卡,7,303283
201709,衣,未達卡,0,0
201709,衣,冒用申請卡,2,1499
201709,衣,偽卡,15,483750
201709,衣,MOTO / EC,999,11558765
201709,衣,多刷帳單之詐欺,1,1048
201709,衣,其他,10,145931
201709,住,遺失卡,23,259148
201709,住,被竊卡,3,56799
201709,住,未達卡,0,0
201709,住,冒用申請卡,0,0
201709,住,偽卡,33,792545
201709,住,MOTO / EC,1670,23725478
201709,住,多刷帳單之詐欺,0,0
201709,住,其他,1,2441
201709,行,遺失卡,75,36824
201709,行,被竊卡,25,83503
201709,行,未達卡,0,0
201709,行,冒用申請卡,4,1300
201709,行,偽卡,41,83929
201709,行,MOTO / EC,4046,19150814
201709,行,多刷帳單之詐欺,1,1031
201709,行,其他,8,7870
201709,文教康樂,遺失卡,25,146399
201709,文教康樂,被竊卡,3,10410
201709,文教康樂,未達卡,0,0
201709,文教康樂,冒用申請卡,52,60171
201709,文教康樂,偽卡,26,388390
201709,文教康樂,MOTO / EC,18779,50173113
201709,文教康樂,多刷帳單之詐欺,1,7689
201709,文教康樂,其他,33,246023
201709,百貨,遺失卡,44,936813
201709,百貨,被竊卡,12,416965
201709,百貨,未達卡,0,0
201709,百貨,冒用申請卡,0,0
201709,百貨,偽卡,52,1589134
201709,百貨,MOTO / EC,187,1032766
201709,百貨,多刷帳單之詐欺,0,0
201709,百貨,其他,1,1729
201709,其他,遺失卡,64,891805
201709,其他,被竊卡,26,553074
201709,其他,未達卡,0,0
201709,其他,冒用申請卡,12,170262
201709,其他,偽卡,51,396961
201709,其他,MOTO / EC,20414,56533696
201709,其他,多刷帳單之詐欺,1,22120
201709,其他,其他,46,208652
201710,食,遺失卡,122,398850
201710,食,被竊卡,76,222378
201710,食,未達卡,0,0
201710,食,冒用申請卡,0,0
201710,食,偽卡,115,888230
201710,食,MOTO / EC,900,3017444
201710,食,多刷帳單之詐欺,0,0
201710,食,其他,8,36315
201710,衣,遺失卡,19,267148
201710,衣,被竊卡,9,76365
201710,衣,未達卡,0,0
201710,衣,冒用申請卡,4,31138
201710,衣,偽卡,14,249461
201710,衣,MOTO / EC,1258,14026749
201710,衣,多刷帳單之詐欺,0,0
201710,衣,其他,6,70778
201710,住,遺失卡,19,91271
201710,住,被竊卡,19,238962
201710,住,未達卡,0,0
201710,住,冒用申請卡,0,0
201710,住,偽卡,29,695327
201710,住,MOTO / EC,1527,14258160
201710,住,多刷帳單之詐欺,0,0
201710,住,其他,6,55943
201710,行,遺失卡,72,82518
201710,行,被竊卡,25,245616
201710,行,未達卡,2,1155
201710,行,冒用申請卡,3,4657
201710,行,偽卡,87,190003
201710,行,MOTO / EC,3673,13519822
201710,行,多刷帳單之詐欺,0,0
201710,行,其他,11,192695
201710,文教康樂,遺失卡,107,243115
201710,文教康樂,被竊卡,14,570901
201710,文教康樂,未達卡,0,0
201710,文教康樂,冒用申請卡,27,85153
201710,文教康樂,偽卡,14,116991
201710,文教康樂,MOTO / EC,14924,48806587
201710,文教康樂,多刷帳單之詐欺,0,0
201710,文教康樂,其他,40,41526
201710,百貨,遺失卡,54,944767
201710,百貨,被竊卡,16,287077
201710,百貨,未達卡,0,0
201710,百貨,冒用申請卡,1,4958
201710,百貨,偽卡,30,1491497
201710,百貨,MOTO / EC,266,1721485
201710,百貨,多刷帳單之詐欺,0,0
201710,百貨,其他,1,1264
201710,其他,遺失卡,85,1118509
201710,其他,被竊卡,34,567609
201710,其他,未達卡,0,0
201710,其他,冒用申請卡,17,60716
201710,其他,偽卡,103,1275093
201710,其他,MOTO / EC,17515,51686079
201710,其他,多刷帳單之詐欺,25,92074
201710,其他,其他,54,101804
201711,食,遺失卡,98,376874
201711,食,被竊卡,104,403669
201711,食,未達卡,0,0
201711,食,冒用申請卡,7,6701
201711,食,偽卡,84,763420
201711,食,MOTO / EC,617,3005214
201711,食,多刷帳單之詐欺,1,117
201711,食,其他,19,107192
201711,衣,遺失卡,12,461791
201711,衣,被竊卡,16,234277
201711,衣,未達卡,0,0
201711,衣,冒用申請卡,0,0
201711,衣,偽卡,8,254196
201711,衣,MOTO / EC,1212,14839916
201711,衣,多刷帳單之詐欺,0,0
201711,衣,其他,3,8442
201711,住,遺失卡,20,239986
201711,住,被竊卡,4,128393
201711,住,未達卡,0,0
201711,住,冒用申請卡,5,19708
201711,住,偽卡,15,343153
201711,住,MOTO / EC,2619,12564093
201711,住,多刷帳單之詐欺,0,0
201711,住,其他,16,25627
201711,行,遺失卡,54,37557
201711,行,被竊卡,34,124068
201711,行,未達卡,3,1293
201711,行,冒用申請卡,16,13084
201711,行,偽卡,35,138424
201711,行,MOTO / EC,4689,12699689
201711,行,多刷帳單之詐欺,0,0
201711,行,其他,7,8984
201711,文教康樂,遺失卡,14,42778
201711,文教康樂,被竊卡,3,6823
201711,文教康樂,未達卡,0,0
201711,文教康樂,冒用申請卡,7,19551
201711,文教康樂,偽卡,20,162889
201711,文教康樂,MOTO / EC,16636,46669286
201711,文教康樂,多刷帳單之詐欺,0,0
201711,文教康樂,其他,26,22891
201711,百貨,遺失卡,36,482304
201711,百貨,被竊卡,12,139820
201711,百貨,未達卡,0,0
201711,百貨,冒用申請卡,0,0
201711,百貨,偽卡,24,1029884
201711,百貨,MOTO / EC,231,1676690
201711,百貨,多刷帳單之詐欺,0,0
201711,百貨,其他,3,6150
201711,其他,遺失卡,57,561650
201711,其他,被竊卡,34,639918
201711,其他,未達卡,0,0
201711,其他,冒用申請卡,16,38956
201711,其他,偽卡,78,529886
201711,其他,MOTO / EC,16913,51702760
201711,其他,多刷帳單之詐欺,1,4961
201711,其他,其他,60,177588
201712,食,遺失卡,148,315078
201712,食,被竊卡,84,576337
201712,食,未達卡,0,0
201712,食,冒用申請卡,2,1048
201712,食,偽卡,139,505107
201712,食,MOTO / EC,620,3148887
201712,食,多刷帳單之詐欺,2,5317
201712,食,其他,6,13672
201712,衣,遺失卡,15,78605
201712,衣,被竊卡,13,57412
201712,衣,未達卡,0,0
201712,衣,冒用申請卡,2,20418
201712,衣,偽卡,13,353937
201712,衣,MOTO / EC,1075,15873389
201712,衣,多刷帳單之詐欺,1,37912
201712,衣,其他,11,130755
201712,住,遺失卡,17,139943
201712,住,被竊卡,15,171050
201712,住,未達卡,0,0
201712,住,冒用申請卡,13,27746
201712,住,偽卡,10,199310
201712,住,MOTO / EC,2829,10209384
201712,住,多刷帳單之詐欺,0,0
201712,住,其他,27,79275
201712,行,遺失卡,40,62984
201712,行,被竊卡,24,26358
201712,行,未達卡,0,0
201712,行,冒用申請卡,11,8426
201712,行,偽卡,57,92450
201712,行,MOTO / EC,5631,14460718
201712,行,多刷帳單之詐欺,0,0
201712,行,其他,17,186457
201712,文教康樂,遺失卡,20,63077
201712,文教康樂,被竊卡,6,99294
201712,文教康樂,未達卡,0,0
201712,文教康樂,冒用申請卡,17,50999
201712,文教康樂,偽卡,20,152267
201712,文教康樂,MOTO / EC,14728,47821054
201712,文教康樂,多刷帳單之詐欺,1,12875
201712,文教康樂,其他,29,128105
201712,百貨,遺失卡,37,481970
201712,百貨,被竊卡,28,386623
201712,百貨,未達卡,0,0
201712,百貨,冒用申請卡,2,21575
201712,百貨,偽卡,34,788406
201712,百貨,MOTO / EC,351,2666647
201712,百貨,多刷帳單之詐欺,0,0
201712,百貨,其他,3,7760
201712,其他,遺失卡,88,538822
201712,其他,被竊卡,33,718825
201712,其他,未達卡,0,0
201712,其他,冒用申請卡,25,83263
201712,其他,偽卡,76,869081
201712,其他,MOTO / EC,13770,42525547
201712,其他,多刷帳單之詐欺,2,23113
201712,其他,其他,31,167024
201801,食,遺失卡,121,284343
201801,食,被竊卡,40,378447
201801,食,未達卡,0,0
201801,食,冒用申請卡,3,226
201801,食,偽卡,145,630433
201801,食,MOTO / EC,737,3198079
201801,食,多刷帳單之詐欺,0,0
201801,食,其他,14,100160
201801,衣,遺失卡,6,45186
201801,衣,被竊卡,23,369331
201801,衣,未達卡,0,0
201801,衣,冒用申請卡,3,954
201801,衣,偽卡,7,126330
201801,衣,MOTO / EC,1411,19335843
201801,衣,多刷帳單之詐欺,0,0
201801,衣,其他,4,58014
201801,住,遺失卡,23,351362
201801,住,被竊卡,10,344170
201801,住,未達卡,0,0
201801,住,冒用申請卡,0,0
201801,住,偽卡,25,659696
201801,住,MOTO / EC,2830,14175159
201801,住,多刷帳單之詐欺,1,1712
201801,住,其他,11,22822
201801,行,遺失卡,36,45352
201801,行,被竊卡,10,17177
201801,行,未達卡,0,0
201801,行,冒用申請卡,19,11342
201801,行,偽卡,71,254075
201801,行,MOTO / EC,11993,24763295
201801,行,多刷帳單之詐欺,1,752
201801,行,其他,30,287187
201801,文教康樂,遺失卡,26,110979
201801,文教康樂,被竊卡,22,168330
201801,文教康樂,未達卡,0,0
201801,文教康樂,冒用申請卡,7,16905
201801,文教康樂,偽卡,40,372593
201801,文教康樂,MOTO / EC,19566,66482027
201801,文教康樂,多刷帳單之詐欺,2,1851
201801,文教康樂,其他,56,185339
201801,百貨,遺失卡,52,393952
201801,百貨,被竊卡,15,179510
201801,百貨,未達卡,0,0
201801,百貨,冒用申請卡,2,1779
201801,百貨,偽卡,30,1223341
201801,百貨,MOTO / EC,433,4925081
201801,百貨,多刷帳單之詐欺,0,0
201801,百貨,其他,3,6305
201801,其他,遺失卡,46,357504
201801,其他,被竊卡,21,325188
201801,其他,未達卡,4,12477
201801,其他,冒用申請卡,24,90683
201801,其他,偽卡,75,963706
201801,其他,MOTO / EC,16703,55215616
201801,其他,多刷帳單之詐欺,1,890
201801,其他,其他,46,56178
201802,食,遺失卡,88,218226
201802,食,被竊卡,59,41899
201802,食,未達卡,0,0
201802,食,冒用申請卡,6,11832
201802,食,偽卡,70,297093
201802,食,MOTO / EC,454,5455121
201802,食,多刷帳單之詐欺,0,0
201802,食,其他,20,153499
201802,衣,遺失卡,17,225065
201802,衣,被竊卡,3,47241
201802,衣,未達卡,0,0
201802,衣,冒用申請卡,0,0
201802,衣,偽卡,6,33086
201802,衣,MOTO / EC,704,9584015
201802,衣,多刷帳單之詐欺,0,0
201802,衣,其他,1,17396
201802,住,遺失卡,9,448818
201802,住,被竊卡,3,10318
201802,住,未達卡,0,0
201802,住,冒用申請卡,2,65930
201802,住,偽卡,6,48983
201802,住,MOTO / EC,2232,20405773
201802,住,多刷帳單之詐欺,0,0
201802,住,其他,8,144765
201802,行,遺失卡,31,13466
201802,行,被竊卡,26,23320
201802,行,未達卡,0,0
201802,行,冒用申請卡,4,5714
201802,行,偽卡,21,37085
201802,行,MOTO / EC,5623,12427862
201802,行,多刷帳單之詐欺,6,2130
201802,行,其他,10,14664
201802,文教康樂,遺失卡,28,246511
201802,文教康樂,被竊卡,6,23106
201802,文教康樂,未達卡,17,56914
201802,文教康樂,冒用申請卡,12,55019
201802,文教康樂,偽卡,13,109191
201802,文教康樂,MOTO / EC,15171,54119709
201802,文教康樂,多刷帳單之詐欺,0,0
201802,文教康樂,其他,22,249658
201802,百貨,遺失卡,19,471949
201802,百貨,被竊卡,10,297857
201802,百貨,未達卡,0,0
201802,百貨,冒用申請卡,0,0
201802,百貨,偽卡,13,905306
201802,百貨,MOTO / EC,310,2423980
201802,百貨,多刷帳單之詐欺,0,0
201802,百貨,其他,1,353147
201802,其他,遺失卡,31,344390
201802,其他,被竊卡,36,485112
201802,其他,未達卡,24,81645
201802,其他,冒用申請卡,18,26439
201802,其他,偽卡,42,481241
201802,其他,MOTO / EC,10526,33604471
201802,其他,多刷帳單之詐欺,3,7513
201802,其他,其他,9,7689
201803,食,遺失卡,96,283524
201803,食,被竊卡,155,557769
201803,食,未達卡,0,0
201803,食,冒用申請卡,0,0
201803,食,偽卡,194,523285
201803,食,MOTO / EC,660,5847141
201803,食,多刷帳單之詐欺,1,14099
201803,食,其他,3,5023
201803,衣,遺失卡,24,201839
201803,衣,被竊卡,21,191102
201803,衣,未達卡,0,0
201803,衣,冒用申請卡,0,0
201803,衣,偽卡,17,281324
201803,衣,MOTO / EC,1030,17600784
201803,衣,多刷帳單之詐欺,0,0
201803,衣,其他,3,87144
201803,住,遺失卡,17,138554
201803,住,被竊卡,18,208265
201803,住,未達卡,0,0
201803,住,冒用申請卡,0,0
201803,住,偽卡,6,161084
201803,住,MOTO / EC,3401,23005881
201803,住,多刷帳單之詐欺,0,0
201803,住,其他,23,215032
201803,行,遺失卡,47,48979
201803,行,被竊卡,72,43735
201803,行,未達卡,0,0
201803,行,冒用申請卡,15,39995
201803,行,偽卡,100,215081
201803,行,MOTO / EC,6534,15468168
201803,行,多刷帳單之詐欺,20,11207
201803,行,其他,9,49521
201803,文教康樂,遺失卡,39,69985
201803,文教康樂,被竊卡,12,379050
201803,文教康樂,未達卡,0,0
201803,文教康樂,冒用申請卡,22,38452
201803,文教康樂,偽卡,11,200435
201803,文教康樂,MOTO / EC,17048,69165036
201803,文教康樂,多刷帳單之詐欺,1,11211
201803,文教康樂,其他,15,174169
201803,百貨,遺失卡,6,7433
201803,百貨,被竊卡,6,366864
201803,百貨,未達卡,0,0
201803,百貨,冒用申請卡,0,0
201803,百貨,偽卡,47,1698937
201803,百貨,MOTO / EC,748,6715848
201803,百貨,多刷帳單之詐欺,4,88061
201803,百貨,其他,0,0
201803,其他,遺失卡,78,594456
201803,其他,被竊卡,96,550180
201803,其他,未達卡,0,0
201803,其他,冒用申請卡,32,105377
201803,其他,偽卡,159,1352230
201803,其他,MOTO / EC,15747,51691221
201803,其他,多刷帳單之詐欺,5,7605
201803,其他,其他,21,57009
201804,食,遺失卡,123,589994
201804,食,被竊卡,13,100976
201804,食,未達卡,0,0
201804,食,冒用申請卡,2,3124
201804,食,偽卡,133,452493
201804,食,MOTO / EC,578,4576397
201804,食,多刷帳單之詐欺,0,0
201804,食,其他,0,0
201804,衣,遺失卡,26,342789
201804,衣,被竊卡,7,297325
201804,衣,未達卡,0,0
201804,衣,冒用申請卡,3,13792
201804,衣,偽卡,25,777806
201804,衣,MOTO / EC,898,14666890
201804,衣,多刷帳單之詐欺,0,0
201804,衣,其他,5,57866
201804,住,遺失卡,12,48186
201804,住,被竊卡,7,38532
201804,住,未達卡,0,0
201804,住,冒用申請卡,9,39843
201804,住,偽卡,28,775647
201804,住,MOTO / EC,3553,29219627
201804,住,多刷帳單之詐欺,0,0
201804,住,其他,12,258611
201804,行,遺失卡,67,73063
201804,行,被竊卡,23,22293
201804,行,未達卡,0,0
201804,行,冒用申請卡,1,29641
201804,行,偽卡,53,118789
201804,行,MOTO / EC,5029,12579842
201804,行,多刷帳單之詐欺,3,5991
201804,行,其他,13,45909
201804,文教康樂,遺失卡,30,178208
201804,文教康樂,被竊卡,5,79324
201804,文教康樂,未達卡,0,0
201804,文教康樂,冒用申請卡,19,36646
201804,文教康樂,偽卡,12,219205
201804,文教康樂,MOTO / EC,21649,61436132
201804,文教康樂,多刷帳單之詐欺,3,14651
201804,文教康樂,其他,35,121202
201804,百貨,遺失卡,12,161079
201804,百貨,被竊卡,2,48369
201804,百貨,未達卡,0,0
201804,百貨,冒用申請卡,0,0
201804,百貨,偽卡,57,2662689
201804,百貨,MOTO / EC,391,3419275
201804,百貨,多刷帳單之詐欺,0,0
201804,百貨,其他,1,567
201804,其他,遺失卡,100,463947
201804,其他,被竊卡,8,151512
201804,其他,未達卡,0,0
201804,其他,冒用申請卡,51,49439
